date,hawkish_dovish_score,uncertainty,forward_guidance_strength,topic_inflation,topic_growth,topic_financial_stability,topic_labor_market,topic_international,stocks_diffusion_index,bonds_diffusion_index,currency_diffusion_index,speech_count
2022-09-30,40.0,50.0,35.0,45.0,40.0,75.0,20.0,40.0,25.0,75.0,75.0,2
2022-10-03,75.0,30.0,50.0,100.0,70.0,40.0,60.0,50.0,0.0,100.0,100.0,1
2022-10-04,50.0,60.0,50.0,80.0,60.0,30.0,70.0,10.0,0.0,100.0,100.0,1
2022-10-06,80.0,45.0,70.0,100.0,50.0,35.0,70.0,30.0,0.0,100.0,100.0,2
2022-10-10,70.0,60.0,50.0,90.0,70.0,60.0,50.0,40.0,0.0,100.0,100.0,1
2022-10-12,37.5,70.0,45.0,45.0,25.0,55.0,20.0,5.0,25.0,75.0,75.0,2
2022-10-14,0.0,60.0,0.0,0.0,0.0,30.0,0.0,70.0,50.0,50.0,50.0,1
2022-10-20,0.0,70.0,0.0,0.0,20.0,0.0,80.0,0.0,50.0,50.0,50.0,1
2022-10-21,0.0,20.0,0.0,0.0,30.0,0.0,80.0,0.0,50.0,50.0,50.0,1
2022-10-27,0.0,50.0,0.0,0.0,0.0,60.0,0.0,0.0,50.0,50.0,50.0,1
2022-11-04,0.0,60.0,20.0,0.0,20.0,70.0,0.0,60.0,50.0,50.0,50.0,1
2022-11-09,20.0,70.0,50.0,90.0,30.0,20.0,10.0,10.0,50.0,0.0,100.0,1
2022-11-15,0.0,70.0,30.0,50.0,50.0,80.0,10.0,60.0,50.0,50.0,50.0,1
2022-11-16,62.5,60.0,50.0,85.0,50.0,60.0,45.0,15.0,25.0,100.0,100.0,2
2022-11-17,10.0,30.0,15.0,35.0,25.0,40.0,30.0,0.0,50.0,75.0,50.0,2
2022-11-28,75.0,30.0,50.0,100.0,60.0,40.0,70.0,50.0,0.0,100.0,100.0,1
2022-11-30,75.0,60.0,50.0,95.0,70.0,30.0,70.0,20.0,0.0,100.0,100.0,2
2022-12-01,0.0,70.0,50.0,0.0,20.0,80.0,0.0,10.0,50.0,0.0,50.0,1
2023-01-06,50.0,70.0,50.0,90.0,40.0,20.0,70.0,30.0,50.0,100.0,100.0,1
2023-01-10,37.5,40.0,25.0,55.0,35.0,40.0,45.0,20.0,25.0,75.0,75.0,2
2023-01-16,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,1
2023-01-19,67.5,50.0,62.5,90.0,70.0,35.0,70.0,35.0,0.0,100.0,100.0,2
2023-01-20,70.0,40.0,60.0,90.0,70.0,20.0,80.0,10.0,0.0,100.0,100.0,1
2023-01-21,0.0,50.0,0.0,0.0,0.0,0.0,20.0,0.0,50.0,50.0,50.0,1
2023-02-07,0.0,50.0,0.0,0.0,30.0,70.0,20.0,0.0,50.0,50.0,50.0,1
2023-02-08,75.0,40.0,60.0,100.0,60.0,30.0,70.0,10.0,0.0,100.0,100.0,1
2023-02-10,0.0,30.0,0.0,0.0,0.0,70.0,0.0,0.0,50.0,50.0,50.0,1
2023-02-13,75.0,80.0,50.0,90.0,40.0,60.0,70.0,30.0,0.0,100.0,100.0,1
2023-02-14,75.0,40.0,70.0,100.0,70.0,30.0,80.0,50.0,0.0,100.0,100.0,1
2023-02-15,0.0,30.0,0.0,0.0,0.0,80.0,0.0,20.0,50.0,50.0,50.0,1
2023-02-22,20.0,60.0,50.0,80.0,60.0,40.0,70.0,30.0,50.0,0.0,100.0,1
2023-02-24,70.0,60.0,50.0,90.0,60.0,30.0,70.0,20.0,0.0,100.0,100.0,1
2023-02-27,50.0,40.0,50.0,90.0,50.0,30.0,60.0,20.0,50.0,100.0,100.0,1
2023-03-02,70.0,70.0,50.0,90.0,60.0,20.0,80.0,10.0,0.0,100.0,100.0,1
2023-03-03,0.0,20.0,0.0,0.0,0.0,90.0,0.0,0.0,50.0,50.0,50.0,1
2023-03-07,75.0,40.0,60.0,90.0,60.0,30.0,70.0,10.0,0.0,100.0,100.0,1
2023-03-09,0.0,70.0,50.0,0.0,0.0,80.0,0.0,30.0,50.0,50.0,50.0,1
2023-03-14,0.0,40.0,20.0,10.0,30.0,80.0,0.0,0.0,50.0,50.0,50.0,1
2023-03-27,60.0,70.0,50.0,80.0,50.0,40.0,60.0,10.0,0.0,100.0,100.0,1
2023-03-29,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,1
2023-03-31,40.0,70.0,50.0,85.0,55.0,40.0,60.0,15.0,50.0,100.0,100.0,2
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,1
2023-04-14,30.0,70.0,25.0,45.0,55.0,80.0,30.0,5.0,25.0,75.0,75.0,2
2023-04-18,0.0,70.0,20.0,0.0,30.0,70.0,0.0,50.0,50.0,50.0,50.0,1
2023-04-19,70.0,40.0,60.0,90.0,70.0,50.0,60.0,20.0,0.0,100.0,100.0,1
2023-04-20,15.0,50.0,10.0,35.0,20.0,25.0,30.0,0.0,50.0,75.0,75.0,2
2023-04-21,50.0,60.0,50.0,90.0,60.0,40.0,70.0,50.0,0.0,100.0,100.0,1
2023-05-05,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,1
2023-05-09,60.0,40.0,50.0,90.0,70.0,50.0,80.0,10.0,0.0,100.0,100.0,1
2023-05-11,0.0,30.0,0.0,0.0,0.0,80.0,0.0,0.0,50.0,50.0,50.0,1
2023-05-12,45.0,70.0,50.0,80.0,55.0,60.0,50.0,15.0,25.0,100.0,100.0,2
2023-05-18,20.0,70.0,50.0,80.0,70.0,60.0,50.0,10.0,50.0,100.0,50.0,1
2023-05-19,0.0,60.0,25.0,5.0,30.0,45.0,0.0,10.0,50.0,50.0,50.0,2
2023-05-24,50.0,70.0,50.0,90.0,70.0,60.0,80.0,10.0,0.0,100.0,100.0,1
2023-05-31,20.0,60.0,50.0,65.0,45.0,55.0,40.0,10.0,50.0,0.0,100.0,2
2023-06-16,50.0,40.0,50.0,80.0,40.0,70.0,30.0,10.0,0.0,100.0,100.0,1
2023-06-21,70.0,60.0,50.0,90.0,70.0,50.0,80.0,10.0,0.0,100.0,100.0,1
2023-06-22,0.0,70.0,0.0,30.0,10.0,0.0,0.0,20.0,50.0,50.0,50.0,1
2023-06-25,0.0,70.0,20.0,0.0,10.0,80.0,0.0,20.0,50.0,50.0,50.0,1
2023-06-29,50.0,60.0,50.0,80.0,60.0,70.0,50.0,20.0,0.0,100.0,100.0,1
2023-07-10,0.0,60.0,50.0,0.0,20.0,80.0,0.0,10.0,50.0,50.0,50.0,1
2023-07-13,75.0,40.0,80.0,90.0,70.0,50.0,80.0,10.0,0.0,100.0,100.0,1
2023-07-18,0.0,50.0,0.0,0.0,0.0,30.0,0.0,0.0,50.0,50.0,50.0,1
2023-08-05,70.0,40.0,50.0,90.0,70.0,40.0,60.0,0.0,0.0,100.0,100.0,1
2023-08-07,70.0,40.0,50.0,90.0,60.0,40.0,80.0,10.0,0.0,100.0,100.0,1
2023-08-22,0.0,50.0,0.0,10.0,40.0,10.0,80.0,0.0,50.0,50.0,50.0,1
2023-08-25,70.0,60.0,50.0,100.0,70.0,40.0,80.0,30.0,0.0,100.0,100.0,1
2023-09-08,0.0,50.0,0.0,0.0,20.0,70.0,0.0,10.0,50.0,50.0,50.0,1
2023-09-22,30.0,55.0,25.0,50.0,60.0,30.0,65.0,10.0,25.0,75.0,75.0,2
2023-09-26,10.0,30.0,20.0,40.0,20.0,60.0,10.0,0.0,50.0,50.0,50.0,1
2023-09-27,0.0,20.0,0.0,0.0,20.0,10.0,30.0,10.0,50.0,50.0,50.0,1
2023-09-28,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,2
2023-09-29,50.0,40.0,60.0,90.0,70.0,30.0,80.0,20.0,50.0,0.0,100.0,1
2023-10-02,45.0,65.0,50.0,85.0,65.0,75.0,60.0,15.0,25.0,50.0,100.0,2
2023-10-04,0.0,50.0,0.0,0.0,30.0,70.0,10.0,0.0,50.0,50.0,50.0,1
2023-10-07,60.0,60.0,50.0,80.0,70.0,50.0,60.0,10.0,0.0,100.0,100.0,1
2023-10-09,20.0,55.0,40.0,45.0,45.0,75.0,42.5,25.0,50.0,50.0,100.0,2
2023-10-10,70.0,30.0,70.0,90.0,40.0,20.0,60.0,10.0,0.0,100.0,100.0,1
2023-10-11,50.0,60.0,50.0,80.0,40.0,90.0,60.0,30.0,0.0,100.0,100.0,1
2023-10-17,0.0,60.0,20.0,0.0,0.0,70.0,0.0,30.0,50.0,50.0,50.0,1
2023-10-18,10.0,53.333333333333336,40.0,60.0,50.0,23.333333333333332,56.666666666666664,10.0,66.66666666666666,33.33333333333333,66.66666666666666,3
2023-10-19,20.0,63.333333333333336,33.333333333333336,36.666666666666664,26.666666666666668,70.0,30.0,16.666666666666668,33.33333333333333,66.66666666666666,66.66666666666666,3
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,1
2023-10-26,0.0,50.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,50.0,50.0,1
2023-10-27,0.0,50.0,0.0,0.0,0.0,50.0,0.0,30.0,50.0,50.0,50.0,1
2023-11-06,20.0,70.0,30.0,60.0,30.0,90.0,10.0,20.0,50.0,100.0,50.0,1
2023-11-07,15.0,60.0,25.0,55.0,50.0,30.0,45.0,10.0,50.0,75.0,75.0,2
2023-11-08,0.0,53.333333333333336,6.666666666666667,20.0,23.333333333333332,13.333333333333334,6.666666666666667,3.3333333333333335,50.0,50.0,50.0,3
2023-11-09,40.0,65.0,50.0,85.0,65.0,50.0,55.0,30.0,50.0,50.0,100.0,2
2023-11-13,0.0,40.0,0.0,20.0,30.0,10.0,20.0,10.0,50.0,50.0,50.0,1
2023-11-14,20.0,70.0,30.0,80.0,50.0,40.0,60.0,30.0,50.0,50.0,50.0,1
2023-11-16,7.5,45.0,25.0,32.5,22.5,70.0,20.0,26.25,50.0,62.5,62.5,4
2023-11-28,26.666666666666668,53.333333333333336,33.333333333333336,60.0,56.666666666666664,36.666666666666664,50.0,13.333333333333334,33.33333333333333,50.0,83.33333333333333,3
2023-11-30,40.0,60.0,50.0,90.0,70.0,50.0,80.0,30.0,50.0,100.0,100.0,1
2023-12-01,40.0,70.0,50.0,80.0,60.0,40.0,70.0,20.0,50.0,0.0,100.0,1
2023-12-05,0.0,20.0,0.0,0.0,20.0,50.0,0.0,10.0,50.0,50.0,50.0,1
